designation,source_id,ra,dec,parallax,parallax_error,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,su,sg,sr,si,sz
Gaia DR2 3653562656746977792,3653562656746977792,215.3338935,-0.773820286,10.21017753,0.130142074,-51.45569851,21.68134387,17.551916,17.62763,17.346405,0.2812252,18.01,17.59,17.6,17.92,17.83
Gaia DR2 3820383996887145088,3820383996887145088,145.9440002,-7.065395124,34.77047927,0.069578811,-51.47443733,-431.6974876,16.278202,16.565134,15.804358,0.7607765,0,0,0,0,0
Gaia DR2 286977585732431488,286977585732431488,88.30787829,63.80306645,12.6272152,0.138305107,-51.500872,-87.99620172,17.898302,18.030731,17.652702,0.37802887,18.43,18.009,17.932,17.954,18.027
Gaia DR2 6804292597134680448,6804292597134680448,316.4768525,-24.03326695,11.99837282,0.497494156,-51.52273694,-16.10022055,19.293877,19.752792,18.66791,1.0848827,0,0,0,0,0
Gaia DR2 3592567008678284416,3592567008678284416,174.71832,-7.026834886,11.66087223,0.10681103,-51.5808757,11.40031579,16.678673,16.724247,16.57905,0.14519691,0,0,0,0,0
Gaia DR2 5468511687374252160,5468511687374252160,156.2821759,-28.22683425,14.92163739,0.207235282,-51.61457919,-3.395580482,18.546724,18.825974,18.095873,0.73010063,0,0,0,0,0
Gaia DR2 439102338058228096,439102338058228096,44.92841774,48.22021195,10.26861151,0.73243843,-51.70442857,-108.5511017,20.191671,20.480492,19.53677,0.9437218,0,0,0,0,0
Gaia DR2 1207804112839827712,1207804112839827712,232.7683903,17.44863711,10.61976895,0.717793949,-51.78124711,19.58462185,20.412298,20.988462,19.5146,1.4738617,23.991,21.235,20.263,19.848,19.693
Gaia DR2 1592629707931918720,1592629707931918720,227.3165122,50.33834263,12.10136942,0.171174568,-51.7904797,18.70107703,18.466486,18.629108,18.058842,0.5702667,19.343,18.704,18.446,18.41,18.431
Gaia DR2 6277698339283459712,6277698339283459712,213.962959,-20.57036464,11.93064661,0.194769819,-51.79864138,-15.57646437,17.995434,18.16921,17.641386,0.5278244,0,0,0,0,0
Gaia DR2 1252685559010039424,1252685559010039424,215.3745564,21.78960354,16.40445365,0.081624419,-51.80061512,1.49809183,16.699812,16.77544,16.48717,0.28827095,17.1275,16.77465,16.75345,16.80827,16.91641
Gaia DR2 5764001760847057280,5764001760847057280,133.185636,-1.734144037,12.64205794,0.347370442,-51.82322656,-5.189193934,18.677065,18.893427,18.283257,0.61017036,24.936,18.944,18.663,18.592,18.571
Gaia DR2 928079146323608320,928079146323608320,122.8831788,43.3868754,14.50610163,0.084247087,-51.89166405,-51.30361834,15.725544,15.568763,15.904779,-0.33601665,15.47684,15.5126,15.88932,16.18124,16.47922
Gaia DR2 51230060669059072,51230060669059072,59.02591241,19.57821496,11.8011756,0.47797823,-51.90005417,-51.56256559,19.573896,19.94112,18.921637,1.0194836,0,0,0,0,0
Gaia DR2 5645729807613613312,5645729807613613312,129.8360384,-28.0255776,10.43361969,0.047983002,-51.93444585,23.4258697,15.2101345,15.037397,15.440164,-0.40276623,0,0,0,0,0
Gaia DR2 2122277142072164992,2122277142072164992,273.3070263,49.06779296,11.19465705,0.277546797,-51.94833667,107.6507248,19.300077,19.819687,18.629932,1.1897545,0,0,0,0,0
Gaia DR2 2783309850585780352,2783309850585780352,16.60167143,15.1069084,11.36627664,0.501582611,-51.97141607,-138.3861862,19.398846,19.65236,18.85367,0.7986908,20.984,19.809,19.327,19.185,19.076
Gaia DR2 53042472446551424,53042472446551424,60.26763816,21.67252656,13.9767332,0.116431205,-51.98354895,-255.9578633,17.122217,17.007536,17.226696,-0.21916008,0,0,0,0,0
Gaia DR2 3669328034286134016,3669328034286134016,215.0780433,3.858616269,12.65111015,0.341805916,-52.02753335,2.233883655,18.822071,19.20276,18.357866,0.8448944,20.053,19.126,18.729,18.638,18.72
Gaia DR2 2950257565845256576,2950257565845256576,98.01861882,-15.37154792,11.74423076,0.137379894,-52.02941874,70.39399696,17.568832,17.66264,17.308529,0.35411072,0,0,0,0,0
Gaia DR2 1898875311527105152,1898875311527105152,333.7784706,31.97690474,19.70341124,0.108096945,-52.06888822,-146.8769303,16.973593,17.13893,16.651613,0.48731613,17.657,17.134,16.974,16.953,17.017
Gaia DR2 1842241284349703040,1842241284349703040,312.6762351,23.64140089,18.45125867,0.26063832,-52.08773935,96.21270842,18.804077,19.211563,18.133688,1.0778751,0,0,0,0,0
Gaia DR2 4359637237054974848,4359637237054974848,259.7537137,-8.662914017,10.3936362,0.143346836,-52.09021698,-26.76704358,17.585823,17.68724,17.400408,0.2868328,0,0,0,0,0
Gaia DR2 3510867552364850176,3510867552364850176,196.2000929,-18.3445004,10.2515325,0.199201667,-52.09731252,-79.70862381,17.591047,17.714035,17.404154,0.3098812,0,0,0,0,0
Gaia DR2 3538107235683073536,3538107235683073536,168.7363026,-22.54189189,11.37446396,0.139372697,-52.14068444,-35.68052953,17.599764,17.69026,17.36532,0.32493973,0,0,0,0,0
Gaia DR2 2744932943406490112,2744932943406490112,356.9144301,6.94534951,10.63796946,0.516706852,-52.21042982,32.26325692,19.291601,19.478437,18.804697,0.6737404,20.118,19.492,19.273,19.19,19.08
Gaia DR2 19399306419780224,19399306419780224,38.92905708,7.497773234,12.50460133,0.28607985,-52.23264162,-212.1081973,18.821358,19.065369,18.31275,0.7526188,19.412,19.252,18.731,18.572,18.612
Gaia DR2 4135980598983868160,4135980598983868160,257.0684097,-16.0381383,11.25188916,1.104947026,-52.26130722,-139.2081675,20.40597,20.804924,19.752327,1.052597,0,0,0,0,0
Gaia DR2 4453933690711829504,4453933690711829504,244.7317256,11.09890848,17.93607958,0.196498041,-52.27794424,284.9001351,18.297924,18.708456,17.665947,1.0425091,20.356,18.849,18.244,18.02,17.897
Gaia DR2 1409592912040297728,1409592912040297728,255.578581,50.58273557,10.23843424,0.05815602,-52.31529369,-26.28078451,16.445875,16.402586,16.420967,-0.018381119,0,16.21,16.42,0,0
Gaia DR2 3078890393250547840,3078890393250547840,131.0834712,2.06433596,12.61203018,0.474179571,-52.32135476,-134.5613665,19.728777,20.282019,18.979992,1.3020267,22.324,20.595,19.638,19.305,19.139
Gaia DR2 3212159139636340608,3212159139636340608,77.36940232,-4.061898432,11.69364636,0.124114647,-52.32659294,9.376472423,17.531702,17.649448,17.271141,0.37830734,0,0,0,0,0
Gaia DR2 1346515918524100992,1346515918524100992,268.9213341,44.09074645,14.99022853,0.138990527,-52.37321944,-103.7889626,18.186182,18.422247,17.780184,0.64206314,19.137,18.467,18.149,18.089,18.082
Gaia DR2 977142683754098816,977142683754098816,111.7009031,49.83881203,10.87556987,0.705571549,-52.41809447,-33.07174147,19.813353,20.279356,19.142563,1.1367931,0,0,0,0,0
Gaia DR2 711527372000026624,711527372000026624,129.1141985,35.10846943,10.72484553,0.288399121,-52.42326567,-188.4255614,18.612307,18.837946,18.14774,0.6902065,19.683,18.922,18.605,18.474,18.426
Gaia DR2 1222024990079978368,1222024990079978368,231.9601034,24.70095262,13.87200508,0.103587321,-52.46861546,6.363586209,17.6782,17.730928,17.475506,0.2554226,18.06631,17.71046,17.72315,17.7695,17.90617
Gaia DR2 2823677664085658752,2823677664085658752,357.3634939,21.51671998,11.32821555,0.499558921,-52.53363409,14.59167552,19.677166,20.155233,18.958645,1.1965885,22.047,20.44,19.592,19.247,19.12
Gaia DR2 5469171261208778240,5469171261208778240,157.4902164,-26.4022965,29.13335486,0.095522513,-52.54244783,-205.7969809,16.902647,17.231087,16.400223,0.83086395,0,0,0,0,0
Gaia DR2 2331213557125304192,2331213557125304192,356.2198415,-28.15578348,10.55871363,0.141240417,-52.5561359,-74.92686537,17.454636,17.46501,17.446907,0.018102646,0,0,0,0,0
Gaia DR2 1573121554156399872,1573121554156399872,182.1801477,54.49595674,15.16943923,0.090783154,-52.61468798,-105.3591747,17.163979,17.276033,16.926159,0.3498745,17.73212,17.25693,17.17151,17.22306,17.32679
Gaia DR2 6250079427533207424,6250079427533207424,241.536144,-16.7723219,10.04354342,0.294117841,-52.65847635,2.256535912,18.741362,18.865973,18.389372,0.47660065,0,0,0,0,0
Gaia DR2 256606325794764800,256606325794764800,75.87523005,50.31661116,10.61328953,0.611823186,-52.66686452,-67.30312157,19.453268,19.850882,18.985933,0.8649483,0,0,0,0,0
Gaia DR2 1922994640971085184,1922994640971085184,358.956582,44.32538795,13.03186339,0.477557237,-52.67032702,-77.83367095,19.543213,19.89774,19.064579,0.8331604,0,0,0,0,0
Gaia DR2 3366902722502097408,3366902722502097408,107.146217,21.17842049,13.86089681,0.124807775,-52.68215526,-86.20698643,17.818584,17.998842,17.440403,0.55843925,0,0,0,0,0
Gaia DR2 3064151577318715904,3064151577318715904,123.8628986,-6.858018152,22.82435845,0.182382944,-52.7090338,-51.93569281,18.464996,19.076988,17.74163,1.3353577,21.672,19.306,18.378,18.054,17.914
Gaia DR2 4362230748762429952,4362230748762429952,261.1866492,-5.583164356,11.19528692,0.05844059,-52.73179791,-89.08351148,16.151297,16.107664,16.212952,-0.10528755,0,0,0,0,0
Gaia DR2 2044464528082190848,2044464528082190848,286.108412,34.45832944,14.43502447,0.183349858,-52.74207156,102.2016593,18.694397,19.066689,18.117348,0.9493408,0,0,0,0,0
Gaia DR2 4395861373483932032,4395861373483932032,235.8812772,-8.239005372,11.50671884,0.121469171,-52.76906415,-34.37431974,16.951063,17.00427,16.825235,0.17903519,0,0,0,0,0
Gaia DR2 1962909391262872832,1962909391262872832,332.1610636,45.74302674,23.48366225,0.082293279,-52.82014646,55.12442267,16.619398,16.747204,16.223707,0.5234966,0,0,0,0,0
Gaia DR2 4566955999923881344,4566955999923881344,257.8616571,20.45504919,18.43505297,0.09357663,-52.88022636,-259.5625354,17.296331,17.47307,16.963915,0.5091553,18.012,17.476,17.305,17.278,17.269
Gaia DR2 2858553485723741312,2858553485723741312,9.7846373,30.59404001,15.61373063,1.077747451,-52.92071598,-78.33185667,20.542759,20.474964,20.664782,-0.18981743,21.891,20.393,20.431,20.958,21.177
Gaia DR2 1086367795195787776,1086367795195787776,114.5738143,60.84104058,12.11092429,0.103566687,-52.94820357,-89.45608732,17.35061,17.44308,17.155716,0.28736496,0,0,0,0,0
Gaia DR2 2820929640930943488,2820929640930943488,352.7371776,17.87731685,18.52234496,0.221710104,-52.9559349,-179.4422767,18.591402,19.077028,17.914787,1.162241,20.93,19.27,18.526,18.242,18.097
Gaia DR2 5646942706380434432,5646942706380434432,127.9691338,-26.20206108,14.88151843,0.049098998,-52.98602498,-17.27865383,15.464874,15.366069,15.596748,-0.23067951,0,0,0,0,0
Gaia DR2 5610019383627108352,5610019383627108352,108.946201,-27.26323491,12.26807125,0.133643513,-53.03102135,-25.51735422,18.040129,18.204601,17.724192,0.48040962,0,0,0,0,0
Gaia DR2 31047184711544832,31047184711544832,47.47431878,15.08614747,12.24630396,0.202251581,-53.05036717,-90.04651891,18.458515,18.606962,17.999193,0.607769,0,0,0,0,0
Gaia DR2 5155298311095496576,5155298311095496576,48.30159452,-14.50752489,13.74618187,0.191630783,-53.07547492,-22.6376213,18.384117,18.662296,18.019981,0.6423149,0,0,0,0,0
Gaia DR2 2162041628635165824,2162041628635165824,314.1550088,43.22362325,13.5419618,0.097258107,-53.09241713,1.436056598,17.04017,17.04582,16.875162,0.17065811,0,0,0,0,0
Gaia DR2 1219657707181797632,1219657707181797632,236.9768565,24.34467843,15.92793301,0.047116481,-53.11638725,61.45460534,15.817434,15.739852,15.82152,-0.0816679,15.704,15.682,15.941,16.137,16.372
Gaia DR2 3758115006978845056,3758115006978845056,163.1365495,-10.69422158,10.21668266,0.253017083,-53.13279479,23.50761094,18.183992,18.354431,17.890144,0.4642868,0,0,0,0,0
Gaia DR2 3065513047592503552,3065513047592503552,128.7585785,-4.591928138,12.32587224,0.118522579,-53.13458742,-59.73927115,17.161352,17.15049,17.039022,0.11146736,17.271,17.133,17.211,17.326,17.507
Gaia DR2 1702418864543992576,1702418864543992576,240.9942196,73.14368506,19.03195242,0.063579938,-53.14506945,89.48496805,16.742466,16.839264,16.437523,0.40174103,0,0,0,0,0
Gaia DR2 1989202077238633984,1989202077238633984,343.0192594,50.76014869,11.55910018,0.299555395,-53.1673993,-38.16715871,19.14737,19.46778,18.592617,0.8751621,0,0,0,0,0
Gaia DR2 2294800137196892032,2294800137196892032,291.133898,79.54074594,12.60447705,0.071353678,-53.18434036,8.655066407,16.663176,16.69217,16.56024,0.1319294,0,0,0,0,0
Gaia DR2 1438843215578245888,1438843215578245888,258.5267218,62.64673676,12.51572306,0.046573181,-53.23135995,85.13079432,15.901003,15.836465,15.995457,-0.15899181,15.974,15.708,16.02,16.268,16.552
Gaia DR2 5728019113254140672,5728019113254140672,123.8010942,-11.89008011,15.11726191,0.090100905,-53.25619915,-48.43782732,17.067356,17.139324,16.880104,0.25922012,0,0,0,0,0
Gaia DR2 4434747350246957184,4434747350246957184,251.0815773,4.934549163,15.31440102,0.294417428,-53.26127159,-166.2490051,18.833347,19.27014,18.150938,1.1192017,0,0,0,0,0
Gaia DR2 1905896788482094464,1905896788482094464,335.4431974,35.47940346,10.41411854,0.182984574,-53.28237505,-61.7427276,18.468699,18.611675,18.14196,0.46971512,0,0,0,0,0
Gaia DR2 4426297740826647680,4426297740826647680,236.5822003,4.974513603,10.54612115,0.391619603,-53.30448984,45.60766747,19.274822,19.567482,18.666548,0.9009342,20.333,19.527,19.219,19.082,19.037
Gaia DR2 3332761855668238464,3332761855668238464,83.95604352,5.442562936,12.19470929,0.147547556,-53.32486007,49.4157762,17.762312,17.81574,17.569881,0.24585915,18.108,17.791,17.804,17.865,18.005
Gaia DR2 4509080078664257664,4509080078664257664,279.1285738,14.85096753,15.74534941,0.159006948,-53.33730001,-135.6112537,18.080053,18.294886,17.704844,0.5900421,0,0,0,0,0
Gaia DR2 3696778892558087552,3696778892558087552,187.0319678,0.372519501,30.9369416,0.043564028,-53.38997312,93.25853054,14.958719,15.011811,14.8094635,0.20234776,15.382,14.972,15.027,15.096,15.267
Gaia DR2 5655022394549824512,5655022394549824512,137.6024117,-22.00549331,14.42149452,0.104780061,-53.43378371,-38.70593128,16.792753,16.856503,16.624115,0.23238754,0,0,0,0,0
Gaia DR2 3954943428189717504,3954943428189717504,193.1776493,21.89278916,10.8880712,0.264820798,-53.44202858,22.23585169,18.776802,19.039253,18.277138,0.7621155,20.034,19.112,18.734,18.615,18.618
Gaia DR2 2061143402221769600,2061143402221769600,306.1700598,38.54517611,14.45850855,0.071286666,-53.44849684,38.58370604,16.706207,16.786503,16.533339,0.2531643,0,0,0,0,0
Gaia DR2 31047257726638592,31047257726638592,47.47456526,15.08900747,12.27747997,0.05794559,-53.45708701,-90.43630239,15.230294,15.101239,15.404681,-0.303442,0,0,0,0,0
Gaia DR2 1684084405070896768,1684084405070896768,182.1329719,70.50698917,10.7342241,0.159634057,-53.50385352,40.79413261,18.51848,18.648108,18.185087,0.46302032,0,0,0,0,0
Gaia DR2 3688766094197606528,3688766094197606528,193.6866765,-1.403536702,12.58605382,0.401773782,-53.61210762,-323.0732606,19.369444,19.872107,18.686087,1.1860199,23.803,20.522,19.613,19.188,19.126
Gaia DR2 1140292479690791296,1140292479690791296,105.9862931,78.08412296,41.51312269,0.041780676,-53.72257131,-121.1025356,16.266575,16.669104,15.701768,0.9673357,0,0,0,0,0
Gaia DR2 4478088208829370112,4478088208829370112,273.0690405,7.341653542,10.86851297,0.514701178,-53.80795461,-52.80642072,19.017302,19.371037,18.617504,0.7535324,0,0,0,0,0
Gaia DR2 2918182475200276736,2918182475200276736,89.12241538,-20.34240733,11.67237418,0.329907032,-53.81361553,16.2245751,19.322073,19.620056,18.721903,0.8981533,0,0,0,0,0
Gaia DR2 2186612105741592448,2186612105741592448,307.5532289,55.33475823,21.17984673,0.047652622,-53.82241296,0.708751237,16.506197,16.644524,16.215006,0.42951775,0,0,0,0,0
Gaia DR2 4163168600962003584,4163168600962003584,265.3316815,-11.07257734,10.34798113,0.907010755,-53.83294825,-28.45819322,20.496056,21.431099,19.530157,1.9009418,0,0,0,0,0
Gaia DR2 1514736047908364928,1514736047908364928,189.242431,33.13321556,11.47581207,0.132034377,-53.89310461,25.15605852,17.57395,17.56678,17.450066,0.11671448,17.73371,17.52752,17.60867,17.70794,17.87019
Gaia DR2 5696199830869066368,5696199830869066368,125.6765824,-24.19413212,11.49761213,0.057120447,-53.91643686,10.8748743,16.055176,15.989796,16.138466,-0.1486702,0,0,0,0,0
Gaia DR2 1179764607826002688,1179764607826002688,218.2723504,13.44219001,18.93941199,0.064347888,-53.96623299,-16.34922761,16.273106,16.303555,16.160858,0.14269638,16.63,16.25,16.33,16.46,16.61
Gaia DR2 701307621874580864,701307621874580864,142.2873981,33.16983783,11.00888927,0.317507728,-53.97410669,-22.33534603,18.437187,18.628767,17.905287,0.7234802,18.89941,18.80077,18.38643,18.20895,18.36439
Gaia DR2 5740372469987778304,5740372469987778304,143.4219075,-10.00232791,12.25907368,0.252098315,-54.00711633,52.61212077,18.437664,18.612864,18.158482,0.45438194,0,0,0,0,0
Gaia DR2 4504827266463720960,4504827266463720960,279.4586268,11.55273111,21.09826735,0.159602762,-54.09613975,-56.19612837,17.376236,17.567326,16.997616,0.5697098,0,0,0,0,0
Gaia DR2 1586838374030594048,1586838374030594048,223.1622543,45.3775472,10.68984429,0.304589296,-54.11105047,69.8358372,19.52307,19.75709,18.909273,0.84781647,21.64413,20.01231,19.35965,19.27492,19.30865
Gaia DR2 4118171568655203328,4118171568655203328,265.5857187,-20.66057846,34.32024513,0.094896886,-54.12376488,-139.3709438,16.916801,17.251608,16.358856,0.8927517,0,0,0,0,0
Gaia DR2 4200761109686519424,4200761109686519424,288.2778723,-10.35772851,21.98916861,0.095842684,-54.12889972,-292.7084337,17.205654,17.410736,16.796335,0.61440086,0,0,0,0,0
Gaia DR2 2271559205868447104,2271559205868447104,315.5023927,70.13987074,11.17133899,0.293605252,-54.16033996,-88.20648752,19.598297,20.075735,18.897863,1.1778717,0,0,0,0,0
Gaia DR2 1204051067339635072,1204051067339635072,238.0036522,19.96403622,17.09551451,0.062812827,-54.17952149,-169.0042809,16.201534,16.169916,16.114756,0.055160522,16.33,16.19,16.29,16.45,16.65
Gaia DR2 2722168654664857088,2722168654664857088,330.9048231,8.155445077,12.97720098,0.148684699,-54.19023934,3.913228324,17.4549,17.55502,17.200615,0.35440445,17.986,17.564,17.468,17.485,17.557
Gaia DR2 3010748297557497344,3010748297557497344,86.76913677,-11.38649077,11.03682354,0.489572925,-54.23684163,0.611788567,19.473797,19.922316,18.861609,1.0607071,0,0,0,0,0
Gaia DR2 3630648387747801088,3630648387747801088,204.9158358,-7.221266431,17.7251512,0.081096915,-54.27308933,-29.75248718,16.345795,16.306568,16.343632,-0.0370636,0,0,0,0,0
Gaia DR2 4331694970097765120,4331694970097765120,244.977949,-12.14850034,16.64136862,0.321989393,-54.28889815,-98.98032087,18.395662,18.848017,17.826612,1.0214043,20.223,18.864,18.344,18.12,18.03
Gaia DR2 4454017257893306496,4454017257893306496,244.2891011,11.48373088,12.56353815,0.066592305,-54.29337608,-23.1746656,16.50518,16.493572,16.520548,-0.026975632,16.84,16.41,16.61,16.8,17.08
Gaia DR2 905923368548465152,905923368548465152,122.2964232,35.46548743,28.38685108,0.047503349,-54.31064664,-85.5873599,15.100687,15.166957,14.908415,0.25854206,15.54425,15.14468,15.14269,15.20929,15.33619
Gaia DR2 649129777885760640,649129777885760640,125.5964529,11.37160974,11.60840664,0.488418125,-54.33069053,-77.65217731,19.656555,20.017904,18.91432,1.1035843,22.103,20.458,19.548,19.244,19.113
Gaia DR2 2445187691214892416,2445187691214892416,2.12715985,-3.889185318,12.88389708,0.405989911,-54.36531581,-73.27800515,18.695343,18.999588,18.223034,0.7765541,19.811,19.013,18.662,18.557,18.526
Gaia DR2 4490607183799536896,4490607183799536896,260.9796219,9.090423802,10.87321239,0.12052728,-54.38326035,-3.785241459,17.670843,17.874737,17.311947,0.5627899,18.465,17.87,17.688,17.762,17.66
